loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
10000.0,60 months,14.33,234.4,C,C5,Asst manager,< 1 year,RENT,50000.0,Source Verified,Nov-2015,Fully Paid,credit_card,Credit card refinancing,22.25,Apr-2001,7.0,0.0,5929.0,72.3,36.0,w,INDIVIDUAL,5.0,0.0
15000.0,36 months,11.49,494.57,B,B5,Planner,10+ years,MORTGAGE,88000.0,Source Verified,Aug-2016,Fully Paid,home_improvement,Home improvement,15.52,Dec-1998,9.0,1.0,11910.0,74.0,24.0,f,INDIVIDUAL,4.0,1.0
10000.0,36 months,16.29,353.01,C,C5,United States Postal Service,1 year,OWN,36000.0,Not Verified,Jun-2012,Fully Paid,credit_card,Credit Card refinance,13.47,May-2003,10.0,0.0,8774.0,90.7,23.0,f,INDIVIDUAL,0.0,0.0
29100.0,36 months,14.98,1008.48,C,C3,Medical Coder,1 year,RENT,65000.0,Verified,Dec-2013,Fully Paid,credit_card,Credit Card payoff,20.0,Jul-2001,12.0,0.0,20265.0,68.7,26.0,w,INDIVIDUAL,3.0,0.0
9000.0,36 months,13.99,307.56,C,C1,Presidio Way Veterinary Hospital,4 years,RENT,68000.0,Not Verified,Apr-2012,Fully Paid,debt_consolidation,DEBT CONSOLIDATION,7.44,Nov-1991,8.0,0.0,13403.0,22.7,10.0,f,INDIVIDUAL,0.0,0.0
9000.0,36 months,14.64,310.41,C,C3,Senior Operations Specialist,6 years,MORTGAGE,61000.0,Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,16.07,Feb-1996,20.0,1.0,819.0,2.1,44.0,f,INDIVIDUAL,7.0,1.0
12500.0,36 months,12.85,420.28,B,B4,front office manager,5 years,MORTGAGE,42000.0,Not Verified,Jan-2014,Fully Paid,debt_consolidation,debt consolidation,14.83,Apr-1999,15.0,1.0,9432.0,43.7,20.0,f,INDIVIDUAL,1.0,1.0
10000.0,36 months,10.64,325.69,B,B2,U. S. Military,10+ years,MORTGAGE,70000.0,Not Verified,Aug-2013,Fully Paid,major_purchase,Improvement,12.94,Mar-1993,8.0,0.0,5812.0,38.0,15.0,f,INDIVIDUAL,1.0,0.0
20000.0,36 months,13.99,683.46,C,C4,RN,10+ years,RENT,72000.0,Source Verified,Mar-2015,Charged Off,debt_consolidation,Debt consolidation,25.73,Aug-2006,12.0,0.0,16282.0,62.1,19.0,f,INDIVIDUAL,0.0,0.0
12000.0,60 months,15.61,289.34,D,D1,Truck driver,10+ years,MORTGAGE,35000.0,Not Verified,Jun-2014,Charged Off,debt_consolidation,Debt consolidation,6.34,Feb-2003,5.0,1.0,3544.0,62.2,24.0,w,INDIVIDUAL,2.0,1.0
23300.0,36 months,19.99,865.8,D,D4,teacher,10+ years,MORTGAGE,65000.0,Source Verified,Nov-2016,Fully Paid,debt_consolidation,Debt consolidation,12.8,Jan-1999,16.0,1.0,4443.0,32.9,31.0,f,INDIVIDUAL,2.0,0.0
5000.0,36 months,15.88,175.49,C,C4,Aero Med Ltd,8 years,RENT,42000.0,Verified,Aug-2013,Fully Paid,debt_consolidation,Debt consolidation,27.73,Feb-1998,18.0,0.0,29383.0,71.3,34.0,f,INDIVIDUAL,0.0,0.0
25200.0,36 months,5.32,758.9,A,A1,Software Engineer,10+ years,MORTGAGE,103500.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,7.3,Apr-1978,9.0,0.0,8665.0,18.4,17.0,w,INDIVIDUAL,3.0,0.0
9000.0,36 months,6.03,273.92,A,A1,federal express,10+ years,RENT,44000.0,Not Verified,Jul-2013,Fully Paid,credit_card,homefree,1.01,Feb-1993,9.0,0.0,2132.0,12.5,15.0,f,INDIVIDUAL,0.0,0.0
8000.0,36 months,9.99,258.1,B,B1,Rusty Armor,3 years,RENT,14400.0,Source Verified,Sep-2011,Charged Off,medical,Medical Loan,1.25,Jan-2006,3.0,0.0,368.0,15.3,3.0,f,INDIVIDUAL,,0.0
18000.0,36 months,10.99,589.22,B,B2,wells fargo bank,10+ years,RENT,95000.0,Verified,Sep-2013,Fully Paid,debt_consolidation,Debt consolidation,9.71,Aug-2000,10.0,0.0,18146.0,70.1,23.0,w,INDIVIDUAL,0.0,0.0
8000.0,36 months,13.05,269.75,B,B5,wholefoodsmarket,10+ years,RENT,35000.0,Source Verified,Aug-2013,Fully Paid,debt_consolidation,debt consolidation,22.32,Feb-2000,9.0,1.0,5398.0,43.9,29.0,w,INDIVIDUAL,0.0,1.0
9600.0,36 months,10.99,314.25,B,B2,LESHER MACK SALES AND SERVICE,10+ years,MORTGAGE,70000.0,Not Verified,Sep-2013,Fully Paid,debt_consolidation,CONSOLIDATION,15.1,Jul-1995,14.0,0.0,17667.0,61.1,24.0,f,INDIVIDUAL,2.0,0.0
22000.0,36 months,15.61,769.23,D,D1,Operational Consultant,10+ years,MORTGAGE,86000.0,Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,21.8,Jul-1994,9.0,0.0,66342.0,98.0,18.0,w,INDIVIDUAL,4.0,0.0
27650.0,36 months,16.55,979.62,D,D2,journerylineman,10+ years,MORTGAGE,140000.0,Source Verified,Nov-2015,Charged Off,home_improvement,Home improvement,24.78,Mar-2000,16.0,0.0,9298.0,37.3,27.0,f,INDIVIDUAL,3.0,0.0
26000.0,36 months,19.19,955.56,E,E3,teacher,10+ years,MORTGAGE,65000.0,Not Verified,Sep-2015,Fully Paid,debt_consolidation,Debt consolidation,37.74,Dec-1999,25.0,0.0,23519.0,42.7,55.0,w,INDIVIDUAL,3.0,0.0
13250.0,36 months,10.64,431.54,B,B2,Town of New Windsor,8 years,MORTGAGE,47000.0,Verified,Sep-2013,Fully Paid,debt_consolidation,Debt consoidation,23.16,Apr-1994,11.0,0.0,8427.0,67.0,23.0,f,INDIVIDUAL,3.0,0.0
15350.0,36 months,7.89,480.24,A,A5,Registered Nurse,10+ years,MORTGAGE,80000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,21.5,Aug-2007,9.0,0.0,15877.0,55.5,18.0,w,INDIVIDUAL,0.0,0.0
4000.0,36 months,7.62,124.65,A,A3,wyo tech techincal institute,4 years,MORTGAGE,49000.0,Not Verified,Jun-2012,Fully Paid,car,auto finance ,10.73,May-1995,7.0,1.0,2044.0,17.6,17.0,f,INDIVIDUAL,1.0,1.0
12000.0,36 months,12.99,404.27,C,C2,Team tech 2,10+ years,MORTGAGE,39704.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,17.11,Jul-1994,11.0,0.0,11209.0,28.7,21.0,w,INDIVIDUAL,2.0,0.0
30000.0,36 months,10.16,970.28,B,B1,US Army,10+ years,RENT,85000.0,Verified,Nov-2012,Fully Paid,debt_consolidation,Loan,11.82,Aug-2000,6.0,0.0,5952.0,31.3,24.0,f,INDIVIDUAL,0.0,0.0
35000.0,36 months,17.57,1257.8,D,D4,assistant general manager,8 years,RENT,75000.0,Verified,Oct-2014,Charged Off,small_business,Business,14.31,Jul-2006,8.0,0.0,10342.0,55.0,20.0,f,INDIVIDUAL,0.0,0.0
10000.0,36 months,17.27,357.88,C,C5,Trinity Mother Frances Clinics,1 year,RENT,475000.0,Verified,Mar-2013,Fully Paid,moving,Moving and relocation,5.59,Feb-1995,6.0,0.0,7210.0,48.7,17.0,w,INDIVIDUAL,1.0,0.0
6000.0,36 months,8.9,190.52,A,A5,QA Engineer,< 1 year,RENT,50000.0,Not Verified,Nov-2013,Fully Paid,debt_consolidation,CC Consolidation,13.57,Sep-2005,16.0,0.0,3614.0,64.5,19.0,f,INDIVIDUAL,0.0,0.0
16000.0,36 months,10.74,521.86,B,B2,Virginia Beach School District,6 years,OWN,69000.0,Verified,Apr-2012,Fully Paid,major_purchase,Trailer,19.18,Nov-1993,12.0,0.0,7558.0,40.6,30.0,f,INDIVIDUAL,0.0,0.0
10000.0,36 months,15.95,351.33,D,D4,State of California,4 years,MORTGAGE,71028.0,Not Verified,Sep-2010,Charged Off,debt_consolidation,Debt Consolidate,14.39,Nov-2001,10.0,0.0,6132.0,48.3,16.0,f,INDIVIDUAL,,0.0
16000.0,36 months,9.67,513.8,B,B1,Systems Engineer,8 years,RENT,75000.0,Not Verified,Jan-2014,Fully Paid,credit_card,CC,23.91,Jun-2002,13.0,0.0,25373.0,39.4,17.0,f,INDIVIDUAL,0.0,0.0
10050.0,36 months,15.8,352.34,C,C3,,,OWN,30000.0,Verified,Jun-2013,Fully Paid,debt_consolidation,debt consolidation,21.56,Dec-1988,11.0,0.0,8267.0,55.1,35.0,w,INDIVIDUAL,3.0,0.0
10000.0,36 months,12.49,334.49,B,B4,Administrative,< 1 year,RENT,40000.0,Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,7.5,Apr-1991,10.0,0.0,6719.0,60.0,21.0,f,INDIVIDUAL,0.0,0.0
3000.0,36 months,16.99,106.95,D,D3,Law Enforcement Officer,8 years,MORTGAGE,78000.0,Source Verified,Aug-2015,Charged Off,other,Other,38.38,Feb-2000,34.0,0.0,25728.0,61.0,58.0,f,INDIVIDUAL,2.0,0.0
8000.0,36 months,6.97,246.91,A,A3,Administrative Assistant II,< 1 year,RENT,27458.0,Verified,Jun-2016,Fully Paid,debt_consolidation,Debt consolidation,23.03,Jan-2005,9.0,0.0,13273.0,64.7,16.0,w,INDIVIDUAL,0.0,0.0
20000.0,60 months,12.59,450.88,C,C2,Staff Engineer,3 years,RENT,85000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.08,Sep-2003,9.0,0.0,8035.0,35.9,31.0,w,INDIVIDUAL,0.0,0.0
14400.0,36 months,13.67,489.86,C,C3,Assistant Manager of Merchandise,9 years,RENT,58000.0,Verified,Mar-2016,Fully Paid,debt_consolidation,Debt consolidation,31.06,Mar-2007,15.0,0.0,20817.0,51.9,26.0,w,INDIVIDUAL,0.0,0.0
35000.0,60 months,12.29,783.7,C,C1,Telecommunications Specialist,8 years,MORTGAGE,140000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,18.72,Nov-1996,11.0,0.0,13660.0,38.6,34.0,w,INDIVIDUAL,8.0,0.0
9100.0,36 months,12.39,303.95,C,C1,Esthetician,1 year,RENT,30000.0,Source Verified,Nov-2014,Fully Paid,credit_card,Credit card refinancing,24.68,Mar-1999,11.0,1.0,8878.0,73.4,31.0,f,INDIVIDUAL,0.0,1.0
15000.0,60 months,20.49,401.51,E,E2,Clincian,10+ years,MORTGAGE,70000.0,Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,20.09,May-1990,23.0,0.0,42368.0,54.0,63.0,f,INDIVIDUAL,5.0,0.0
25000.0,36 months,8.39,787.92,A,A5,Assistant Principal,10+ years,OWN,77000.0,Source Verified,Sep-2014,Fully Paid,debt_consolidation,Debt consolidation,21.96,Nov-1999,15.0,0.0,21396.0,36.1,28.0,f,INDIVIDUAL,3.0,0.0
15000.0,36 months,16.29,529.51,C,C4,Texas Instruments,10+ years,MORTGAGE,72103.0,Source Verified,Jul-2012,Fully Paid,debt_consolidation,Debt Consolidation,30.39,Oct-1999,9.0,0.0,11133.0,75.7,30.0,f,INDIVIDUAL,1.0,0.0
8000.0,36 months,12.69,268.36,C,C2,lead tech,6 years,RENT,32000.0,Source Verified,Mar-2015,Charged Off,debt_consolidation,Debt consolidation,29.37,Oct-2001,10.0,0.0,6340.0,66.7,14.0,w,INDIVIDUAL,0.0,0.0
18000.0,60 months,9.99,382.36,B,B4,Nationwide Insurance,5 years,MORTGAGE,70000.0,Not Verified,Dec-2010,Fully Paid,debt_consolidation,Debt consolidation,13.2,Mar-1998,11.0,0.0,9099.0,35.3,30.0,f,INDIVIDUAL,,0.0
20000.0,36 months,12.29,667.06,C,C1,Sign Language Interpreter,4 years,RENT,70000.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,Debt consolidation,8.73,Aug-1991,6.0,0.0,5688.0,39.8,22.0,f,INDIVIDUAL,0.0,0.0
5000.0,36 months,14.65,172.48,C,C5,Veterinary Technician,2 years,RENT,13000.0,Source Verified,Aug-2015,Fully Paid,credit_card,Credit card refinancing,15.43,Nov-2005,17.0,0.0,4639.0,36.0,18.0,w,INDIVIDUAL,0.0,0.0
24000.0,60 months,14.49,564.56,C,C4,Consultant,< 1 year,MORTGAGE,68000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,16.91,Sep-1997,15.0,0.0,20747.0,70.6,30.0,w,INDIVIDUAL,5.0,0.0
16000.0,36 months,19.05,586.91,D,D4,cpclogisticsinc,10+ years,MORTGAGE,70000.0,Verified,Jun-2013,Charged Off,debt_consolidation,Debt consolidation,28.63,Jul-2002,13.0,0.0,9110.0,89.3,27.0,f,INDIVIDUAL,1.0,0.0
35000.0,36 months,15.61,1223.77,C,C4,"Director, IT Global Development",10+ years,MORTGAGE,170000.0,Verified,Dec-2013,Fully Paid,debt_consolidation,Credit card payoff,13.05,Jun-1986,12.0,0.0,57826.0,82.8,29.0,f,INDIVIDUAL,1.0,0.0
12275.0,60 months,21.18,333.33,E,E3,Senior Clerk,10+ years,RENT,35248.86,Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,25.98,Oct-1989,11.0,1.0,6553.0,46.0,33.0,w,INDIVIDUAL,4.0,1.0
18250.0,60 months,21.97,503.74,E,E5,Tulane Medical Center,6 years,MORTGAGE,70000.0,Source Verified,Jul-2012,Fully Paid,debt_consolidation,Debt Payoff,18.79,Feb-1998,9.0,0.0,16014.0,58.2,28.0,f,INDIVIDUAL,6.0,0.0
4200.0,36 months,12.99,141.5,B,B5,Senior financial officer,10+ years,OWN,39953.0,Not Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,20.1,Apr-1984,7.0,0.0,3922.0,64.3,17.0,f,INDIVIDUAL,0.0,0.0
12000.0,36 months,13.33,406.24,C,C3,Parole Officer/Community Corrections Off,10+ years,RENT,42000.0,Verified,May-2015,Fully Paid,debt_consolidation,Debt consolidation,15.86,May-2008,5.0,0.0,5625.0,100.4,6.0,f,INDIVIDUAL,0.0,0.0
30000.0,60 months,18.99,778.06,E,E1,Detective,10+ years,RENT,125000.0,Verified,Jul-2014,Charged Off,debt_consolidation,Debt consolidation,20.24,Aug-2002,8.0,0.0,13040.0,85.8,14.0,w,INDIVIDUAL,0.0,0.0
8000.0,36 months,15.22,278.19,C,C3,State of Michigan-Dept of Treasury,10+ years,MORTGAGE,73672.0,Source Verified,Sep-2013,Charged Off,home_improvement,My Home,17.77,Dec-1998,11.0,0.0,7236.0,68.3,24.0,f,INDIVIDUAL,2.0,0.0
5000.0,36 months,13.99,170.87,C,C4,Marketing Director,10+ years,RENT,50000.0,Source Verified,Jul-2015,Charged Off,debt_consolidation,Debt consolidation,35.18,Nov-2004,14.0,0.0,16176.0,38.5,24.0,w,INDIVIDUAL,0.0,0.0
19200.0,36 months,11.14,629.86,B,B2,BURLEN CORPORATION,10+ years,RENT,110000.0,Not Verified,Apr-2013,Fully Paid,credit_card,Paying off credit cards,5.73,Jan-2000,8.0,0.0,8222.0,65.3,17.0,w,INDIVIDUAL,0.0,0.0
4800.0,36 months,7.9,150.2,A,A4,Grossmont-Cuyamaca Community College,10+ years,MORTGAGE,144000.0,Source Verified,Jan-2013,Fully Paid,debt_consolidation,Home Renovation,26.84,Jun-1989,21.0,0.0,68349.0,83.3,28.0,f,INDIVIDUAL,1.0,0.0
10000.0,60 months,13.98,232.58,C,C3,Compliance Manager,2 years,RENT,116000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,11.34,Sep-2003,11.0,1.0,19385.0,69.0,16.0,f,INDIVIDUAL,0.0,1.0
5850.0,36 months,5.79,177.42,A,A2,City of Oceanside,< 1 year,RENT,70000.0,Not Verified,Jan-2011,Fully Paid,debt_consolidation,Miramar Loan,20.91,Aug-1994,6.0,0.0,25020.0,72.9,18.0,f,INDIVIDUAL,,0.0
10000.0,36 months,9.67,321.13,B,B1,Teacher,4 years,MORTGAGE,65000.0,Not Verified,Jan-2014,Fully Paid,credit_card,Credit card refinancing,5.42,Dec-2009,9.0,0.0,13917.0,58.0,9.0,w,INDIVIDUAL,1.0,0.0
15000.0,60 months,10.99,326.07,B,B4,Manager,2 years,RENT,54000.0,Verified,Jun-2015,Fully Paid,credit_card,Credit card refinancing,16.71,Sep-2000,6.0,0.0,11199.0,82.3,14.0,w,INDIVIDUAL,3.0,0.0
8400.0,36 months,15.77,294.37,D,D1,Cocktail server,< 1 year,RENT,41000.0,Source Verified,Feb-2016,Fully Paid,debt_consolidation,,12.59,Sep-2012,8.0,0.0,3117.0,43.3,10.0,w,INDIVIDUAL,0.0,0.0
15000.0,36 months,12.99,505.34,C,C2,Life Sales,9 years,RENT,75000.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,8.22,Jan-1992,8.0,0.0,6347.0,52.5,15.0,f,INDIVIDUAL,0.0,0.0
8500.0,36 months,7.62,264.88,A,A3,Mechanical Drafter,3 years,RENT,40000.0,Source Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,17.65,Jul-2005,7.0,0.0,9181.0,51.6,11.0,f,INDIVIDUAL,0.0,0.0
14000.0,36 months,11.53,461.87,B,B5,police officer,10+ years,MORTGAGE,90000.0,Source Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,10.32,Dec-2003,11.0,0.0,14893.0,60.1,20.0,w,INDIVIDUAL,2.0,0.0
15600.0,36 months,7.39,484.47,A,A4,Senior associatw,4 years,RENT,67500.0,Source Verified,Mar-2016,Fully Paid,debt_consolidation,Debt consolidation,14.29,Aug-2008,15.0,0.0,16146.0,43.9,25.0,w,INDIVIDUAL,0.0,0.0
27675.0,36 months,8.39,872.23,A,A5,Director of Leadership Giving,6 years,MORTGAGE,63000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,21.7,Sep-1992,9.0,0.0,35766.0,49.8,23.0,w,INDIVIDUAL,2.0,0.0
12000.0,36 months,5.32,361.38,A,A1,"Chair Visual Arts, Teacher",9 years,RENT,125000.0,Source Verified,Jul-2015,Fully Paid,credit_card,Credit card refinancing,13.2,Oct-1994,9.0,0.0,9433.0,30.1,23.0,w,INDIVIDUAL,0.0,0.0
2000.0,36 months,16.55,70.86,D,D2,,,RENT,12000.0,Verified,Sep-2015,Charged Off,debt_consolidation,Debt consolidation,25.0,Oct-2002,9.0,1.0,7030.0,47.8,18.0,f,INDIVIDUAL,2.0,1.0
15000.0,36 months,6.39,458.99,A,A2,Cnc Machinist,3 years,MORTGAGE,110000.0,Not Verified,Apr-2015,Fully Paid,credit_card,Credit card refinancing,11.79,Jan-1982,9.0,0.0,20589.0,25.9,25.0,w,INDIVIDUAL,6.0,0.0
24000.0,60 months,15.22,573.74,C,C3,Kaiser Permanente,10+ years,MORTGAGE,54500.0,Verified,Jul-2013,Charged Off,debt_consolidation,Debt Consolidation Loan,9.36,Nov-1997,13.0,0.0,18262.0,77.7,51.0,w,INDIVIDUAL,1.0,0.0
9450.0,36 months,7.62,294.48,A,A3,Drexel Line Shopping Center Inc.,1 year,RENT,27000.0,Not Verified,Sep-2012,Fully Paid,credit_card,My Way Out,8.69,Mar-1998,6.0,0.0,8989.0,46.6,16.0,f,INDIVIDUAL,0.0,0.0
15000.0,36 months,10.16,485.14,B,B1,,8 years,RENT,45000.0,Source Verified,Jun-2013,Fully Paid,credit_card,Credit Card Debt Consolidation,14.69,Dec-2000,9.0,0.0,9558.0,27.2,17.0,f,INDIVIDUAL,0.0,0.0
10800.0,60 months,18.25,275.72,D,D3,Store Manager,10+ years,MORTGAGE,58520.0,Source Verified,Feb-2014,Fully Paid,debt_consolidation,Debt consolidation,19.05,Apr-2002,26.0,1.0,11783.0,64.4,41.0,w,INDIVIDUAL,1.0,1.0
5000.0,36 months,16.99,178.24,D,D1,Email Marketing Manager,2 years,OWN,86000.0,Verified,Jun-2016,Fully Paid,home_improvement,Home improvement,8.53,Sep-2003,4.0,0.0,11186.0,75.1,11.0,w,INDIVIDUAL,6.0,0.0
28100.0,60 months,16.78,695.04,C,C5,Brumit Restaurant Group,1 year,MORTGAGE,62500.0,Verified,Aug-2013,Charged Off,debt_consolidation,Debt consolidation,18.28,Feb-2001,8.0,1.0,14472.0,67.3,14.0,w,INDIVIDUAL,3.0,1.0
10000.0,36 months,14.65,344.95,C,C3,Noble Finance Corp,< 1 year,RENT,43000.0,Source Verified,Jan-2012,Fully Paid,credit_card,CC Debt,17.8,Oct-2002,12.0,0.0,10323.0,61.4,26.0,f,INDIVIDUAL,,0.0
18000.0,36 months,9.67,578.03,B,B1,Manager,5 years,MORTGAGE,76571.92,Source Verified,Feb-2014,Fully Paid,credit_card,Credit card refinancing,16.86,Aug-1996,12.0,0.0,34093.0,60.0,30.0,f,INDIVIDUAL,4.0,0.0
15000.0,36 months,14.99,519.91,C,C5,Associate / Architect,7 years,OWN,88000.0,Not Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,4.99,Jan-1998,10.0,0.0,18576.0,65.2,16.0,f,INDIVIDUAL,0.0,0.0
22700.0,36 months,6.03,690.89,A,A1,Winnebagoland UniServ,1 year,MORTGAGE,100000.0,Source Verified,Mar-2013,Fully Paid,credit_card,CC Consolidation,9.06,Aug-2001,16.0,0.0,26816.0,61.2,30.0,f,INDIVIDUAL,5.0,0.0
9975.0,36 months,11.44,328.66,B,B4,parking lot manager,6 years,MORTGAGE,30000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,24.59,Jul-2003,9.0,1.0,2855.0,32.1,36.0,w,INDIVIDUAL,2.0,1.0
12000.0,60 months,15.31,287.44,C,C4,route Supervisor,10+ years,MORTGAGE,59000.0,Not Verified,Apr-2014,Fully Paid,home_improvement,Home improvement,16.25,Jun-1998,10.0,1.0,12015.0,40.0,37.0,w,INDIVIDUAL,3.0,0.0
20000.0,36 months,6.62,614.08,A,A2,"Cumulus Investments, Inc.",6 years,MORTGAGE,150000.0,Not Verified,Dec-2012,Charged Off,debt_consolidation,Debt Consolidation,1.43,Nov-1991,4.0,0.0,8939.0,25.2,13.0,f,INDIVIDUAL,5.0,0.0
32000.0,60 months,12.99,727.94,C,C1,Driver,10+ years,RENT,82000.0,Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,24.28,Jan-1996,13.0,0.0,19426.0,39.4,44.0,f,INDIVIDUAL,1.0,0.0
9000.0,36 months,13.11,303.73,B,B4,IMS Health,4 years,MORTGAGE,115000.0,Not Verified,Jan-2013,Fully Paid,debt_consolidation,Debt consolidation,26.08,Nov-1987,18.0,0.0,31892.0,72.6,53.0,w,INDIVIDUAL,5.0,0.0
15000.0,36 months,19.05,550.22,D,D4,Pala casino,8 years,RENT,65000.0,Verified,Mar-2013,Charged Off,debt_consolidation,Credit cards,10.46,Sep-2004,8.0,0.0,5463.0,59.6,22.0,f,INDIVIDUAL,0.0,0.0
9750.0,36 months,13.11,329.04,B,B4,Beards Jewelry,3 years,RENT,30000.0,Not Verified,Feb-2013,Fully Paid,credit_card,Credit card refinancing,24.06,Jan-1999,6.0,0.0,17752.0,71.9,24.0,w,INDIVIDUAL,0.0,0.0
8000.0,60 months,10.0,169.98,B,B2,LITTLE JAPAN,3 years,OWN,24000.0,Source Verified,Feb-2011,Fully Paid,major_purchase,Vega,23.95,Oct-1997,5.0,0.0,27363.0,57.2,19.0,f,INDIVIDUAL,,0.0
6000.0,36 months,14.33,206.03,C,C1,bmg-educational,1 year,RENT,76000.0,Not Verified,Oct-2012,Charged Off,debt_consolidation,second,7.25,Jun-2001,9.0,0.0,15882.0,59.7,9.0,f,INDIVIDUAL,0.0,0.0
20000.0,60 months,17.1,498.13,C,C5,Wildlife Biologist,4 years,MORTGAGE,62000.0,Verified,Oct-2013,Fully Paid,debt_consolidation,Consolidation Loan,21.81,Jan-1999,7.0,0.0,17453.0,81.6,22.0,f,INDIVIDUAL,2.0,0.0
1800.0,36 months,12.53,60.24,C,C1,Allstate Insurance Company,2 years,RENT,33048.0,Not Verified,Jun-2009,Fully Paid,educational,Student Loan,13.62,Oct-2000,8.0,0.0,921.0,51.2,12.0,f,INDIVIDUAL,,0.0
16000.0,36 months,17.77,576.6,D,D1,Los Angeles Unified School District,7 years,RENT,60000.0,Source Verified,Oct-2012,Fully Paid,credit_card,Lending Club,15.86,Jul-2006,11.0,0.0,15429.0,86.7,23.0,f,INDIVIDUAL,0.0,0.0
6000.0,36 months,10.99,196.41,B,B3,sr ccm,9 years,MORTGAGE,70000.0,Not Verified,Jul-2014,Fully Paid,home_improvement,Home improvement,15.09,Oct-1999,9.0,1.0,6529.0,34.0,35.0,f,INDIVIDUAL,4.0,1.0
14700.0,36 months,13.43,498.36,C,C3,Aerospace Corporation,9 years,MORTGAGE,160000.0,Not Verified,Mar-2011,Fully Paid,credit_card,2011 Credit Card Payoff,4.9,Feb-1993,20.0,0.0,19766.0,54.2,49.0,f,INDIVIDUAL,,0.0
6000.0,36 months,7.49,186.61,A,A4,Associate manager,10+ years,MORTGAGE,35000.0,Not Verified,Feb-2015,Fully Paid,credit_card,Credit card refinancing,18.28,Jan-2002,9.0,0.0,5609.0,23.1,24.0,w,INDIVIDUAL,3.0,0.0
15000.0,36 months,12.29,500.3,C,C1,Laborer,4 years,RENT,55000.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,18.18,Jun-2000,15.0,0.0,19545.0,51.6,16.0,f,INDIVIDUAL,0.0,0.0
32000.0,36 months,18.55,1165.73,D,D2,Teacher (I work a 2nd FT job at MHMR),3 years,MORTGAGE,90000.0,Source Verified,Oct-2013,Fully Paid,debt_consolidation,Out of debt loan.,20.57,Jul-2002,15.0,1.0,17647.0,60.0,33.0,w,INDIVIDUAL,1.0,1.0
20000.0,60 months,16.99,496.95,D,D3,Southeast Field Foreman ,5 years,MORTGAGE,100000.0,Source Verified,May-2014,Charged Off,major_purchase,Major purchase,3.5,Apr-2002,13.0,0.0,7664.0,32.6,33.0,w,INDIVIDUAL,3.0,0.0
3825.0,36 months,18.75,139.73,D,D3,LC landscape,2 years,RENT,21000.0,Verified,Apr-2013,Charged Off,credit_card,Car,22.68,Jun-2005,14.0,0.0,3631.0,26.9,16.0,f,INDIVIDUAL,0.0,0.0
16750.0,60 months,16.55,412.24,D,D2,RN,4 years,MORTGAGE,48000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,33.9,May-2010,13.0,0.0,10457.0,49.6,15.0,w,INDIVIDUAL,1.0,0.0
2000.0,36 months,11.49,65.95,B,B4,,,OWN,45000.0,Not Verified,Aug-2010,Charged Off,credit_card,Credit Card,14.11,Jul-1989,14.0,1.0,5972.0,47.8,22.0,f,INDIVIDUAL,,1.0
18000.0,60 months,25.57,534.36,F,F5,Property Accountant,5 years,MORTGAGE,56650.0,Source Verified,Feb-2014,Fully Paid,debt_consolidation,Debt consolidation,28.83,Aug-2002,17.0,0.0,23279.0,65.4,33.0,w,INDIVIDUAL,2.0,0.0
12000.0,36 months,21.48,455.07,E,E2,,,RENT,79000.0,Source Verified,Jan-2014,Fully Paid,debt_consolidation,freedom,9.72,Jul-2000,6.0,0.0,2375.0,44.8,23.0,f,INDIVIDUAL,5.0,0.0
3000.0,36 months,14.98,103.97,C,C3,Hospital Corpsman,7 years,RENT,56121.24,Source Verified,Dec-2013,Fully Paid,major_purchase,Major purchase,30.62,Nov-2006,7.0,0.0,24653.0,63.2,10.0,f,INDIVIDUAL,0.0,0.0
